yöndeki görüşüne,yö görüş
yaşından küçük,yaş küçük
sürekli zayıflaması,sürekli zayıflamas
organlarından birinin,organ bir
kabil kararlardan,kabil karar
maddesindeki bazı,maddes baz
tapu iptali,tapu iptal
anayasaya aykırı,anayasa aykır
verilmesinde isabet,verilme isabet
istinaf başvurusunun,istinaf başvuru
müteakip işlemlerin,müteakip işle
yıla kadar,yıl kadar
şube müdürlüğüne,şube müdürlük
görülmüş olduğundan,görül olduk
haksız tahrik,haksız tahrik
konu eylem,ko eyle
bilgilerinin kullanılması,bilgi kullanılmas
sistemi aracılığıyla,siste aracılık
başkanlığına gönderilmesine,başkanlık gönderilme
maddesiyle değişik,madde değişik
zararın ağırlığı,zarar ağırlık
belirtildiği üzere,belirtildik üzer
çalışılması bunun,çalışılmas bu
mahkemesince iddianamenin,mahkeme iddianame
sicil kaydında,sicil kaydı
yayımlanarak yürürlüğe,yayımlanarak yürürlük
kararının sonuçları,karar sonuç
daha az,dah az
niteliğindeki fırça,nitelik fırça
hacı bayram,haç bayra
bayram gülün,bayra gül
infazından sonrada,infaz sonra
çay demleme,çay demle
çay bardağı,çay bardak
yumruk vurdukları,yumruk vurduk
tezgahın üzerindeki,tezgah üzer
fırlattığının anlaşıldığı,fırlattık anlaşıldık
merciine gönderilmeyip,merciin gönderilmeyip
tanığı konumunda,tanık konum
yerlerine başkalarına,yer başka
hatanin düzeltilmesine,hatan düzeltilme
objektif şartların,objektif şart
objektif koşulun,objektif koşul
paraya çevirme,para çevirme
düzenlenmiş kastamonu,düzenle kastamo
yapılmayacağının bakanlıkça,yapılmayacak bakanlıkça
kemikte fraktürü,kemik fraktür
kemikte lineer,kemik lineer
hastanenin kulak,hastane kulak
boğaz uzmanınca,boğaz uzman
çelişkili değerlendirmede,çelişkil değerlendirme
kurumuna gönderilip,kurum gönderilip
mağdurla yolcu,mağdur yolcu
tartıştıkları tartışmanın,tartıştık tartışma
tartışmanın kavgaya,tartışma kavga
kavgaya dönüştüğü,kavga dönüştük
eliyle vurması,el vurmas
celal bayar,celal bayar
celal çalışkana,celal çalışka
evrakta maksillofasiyal,evrak maksillofasiyal
maksillofasiyal btde,maksillofasiyal btde
durumu etkilemeyeceği,dur etkilemeyecek
idaresine gittiği,idare gittik
yaralanmaların mahiyetine,yaralanma mahiyet
tüketici ilişkisi,tüketiç ilişkis
aittir yukarıdaki,ait yukarı
gerçekleştirmiş olmasının,gerçekleştir olma
olmasının önemi,olma öne
konsültasyon muayenesinde,konsültasyo muayene
muayenesinde görme,muayene görme
başvurulan laparatomide,başvurula laparatomi
peritonu geçtiğinden,perito geçtik
peritonu geçerek,perito geçerek
komşu oldukları,komşu olduk
yapımı yüzünden,yap yüz
yakasından tutarak,yaka tutarak
yakasından tutup,yaka tutup
göstererek ödediği,göstererek ödedik
davalıların sürücüsü,daval sürücüs
maliki eş,malik eş
sigortalı araca,sigortal araç
araca aldıkları,araç aldık
davalılardan rücuen,davalı rücuen
takibine davalıların,takip daval
inkar tazminatına,inkar tazminat
inkar tazminatının,inkar tazminat
benimsenen bilirkişi,benimsene bilirkiş
verilebileceği ihtarını,verilebilecek ihtar
artırılan paragrafında,artırıla paragraf
sırada polisler,sıra polis
yaptırımın gereklerinin,yaptır gerek
istikrarlı içtihatlarına,istikrarlı içtihat
muayenesi gereklidir,muayenes gerekli
elini kaldırması,el kaldırmas
elini çekmiştir,el çek
telefonlarını sınıfa,telefon sınıf
telefonlarını görerek,telefon görerek
spor odasına,spor oda
odasına götürüp,oda götürüp
odasına girerek,oda girerek
çağrı kağıdı,çağrı kağıdı
çağrı kağıdının,çağrı kağıdı
yapılmadığından usule,yapılmadık usule
şerh düşülmesi,şerh düşülmes
işlemeye başlamadığı,işleme başlamadık
veli vasi,vel vasi
bulunulduğu şahinbey,bulunulduk şahinbey
yürütülen takibe,yürütüle takip
meselesi yüzünden,meseles yüz
bakırköy dr,bakırköy dr
derin içerde,der içer
tomografilerinin radyoloji,tomografi radyoloji
tomografilerinin görüntülerinin,tomografi görüntü
radyoloji raporlarında,radyoloji rapor
sebep olmasa,sebep olmas
çıkarıldığı tebliğin,çıkarıldık teblik
bahri sezgin,bahri sezgi
adresinden ayrılması,adre ayrılmas
yenisini bildirmediği,yeni bildirmedik
süresininde başlamadığı,süresin başlamadık
tespitinde bulunulduğu,tespit bulunulduk
skrotal hematom,skrotal hemato
hematom arızasının,hemato arıza
bulunarak işlemediğini,bulunarak işlemedik
polis memuru,polis memur
edilmediğini bildirilmesi,edilmedik bildirilmes
silahın müsaderesi,silah müsaderes
sürücü belgesi,sürüç belges
jandarma ast,jandarma ast
vehamet arz,vehamet arz
vahim olaylarda,vah olay
taksit sayısının,taksit sayı
bileği kanaması,bilek kanamas
damarları etkileyen,damar etkileye
ulnar arter,ulnar arter
arter ulnar,arter ulnar
sinir median,sinir median
median sinir,median sinir
açtığı bildirilmesine,açtık bildirilme
kavuştuğu yolunda,kavuştuk yol
karışıklığa sebebiyet,karışıklık sebebiyet
yapım protokolünden,yap protokol
eşin bilgisi,eş bilgis
rızası alınmaması,rızas alınmamas
tartışmaya başladıkları,tartışma başladık
ekleri doğal,ek doğal
segment doğal,segment doğal
bilateral optik,bilateral optik
optik sinirler,optik sinir
optik chiasma,optik chiasma
değerlendirildi optik,değerlendiril optik
işlev azlığı,işlev azlık
giderilemez tehlikesi,giderilemez tehlikes
hekim raporudur,hek rapor
proje yapım,proje yap
infazın durdurulması,infaz durdurulmas
düzenlemenin korunduğundan,düzenleme korunduk
ettiğinden kişiye,ettik kişi
nedbeleşmeye başlamış,nedbeleşme başlamış
rapordaki eksiklikler,rapor eksiklik
doğrulayan başkale,doğrulaya başkale
dinlenilmesinden vazgeçilmesine,dinlenilme vazgeçilme
nedenler bulunmazsa,neden bulunmaz
lineer kırık,lineer kırık
kırık izlendiğine,kırık izlendik
sınıflandırıldığında kişide,sınıflandırıldık kişi
kullanıcı adının,kullanıç ad
saatini belirten,saat belir
belirten davetiye,belir daveti
okulda odasına,okul oda
bilgisine başvurulan,bilgi başvurula
çağrılarak usulünce,çağrılarak usulü
savunmalarının birbirini,savunma birbir
parçasından anlaşıldığı,parça anlaşıldık
müdahaleyle giderilebilecek,müdahale giderilebilecek
kırşehir ili,kırşehir il
kırşehir merkez,kırşehir merkez
ili kırşehir,il kırşehir
köymahallesi cilt,köymahalles cilt
cilt kesisi,cilt kesis
unsurunun gerçekleşmesine,unsur gerçekleşme
şüpheliye bildirilir,şüpheli bildirilir
gerektirebilecek olaylar,gerektirebilecek olay
kullandığı hâllerde,kullandık hâller
gerçekten işlenip,gerçek işlenip
yazılarak haber,yazılarak haber
haber alamadıkları,haber alamadık
uyularak aldırılan,uyularak aldırıla
aleniyet unsurunun,aleniyet unsur
şiddetin önlenmesine,şiddet önlenme
kişisel hakka,kişisel hakka
meşruhatlı davetiyenin,meşruhatlı davetiye
montaj işini,montaj iş
metini ağzı,met ağzı
yolda görünce,yol gör
evine bırakmak,ev bırakmak
evine yaklaşınca,ev yaklaş
metinin evine,met ev
yaklaşınca kalabalık,yaklaş kalabalık
içerisindeki metini,içeris met
arkadaşlarına taş,arkadaş taş
aracını kalabalık,araç kalabalık
bildiren ihtar,bildire ihtar
yapan hekimden,yapa hek
mahkemelerde aldırılması,mahkeme aldırılmas
kendinden haber,kendi haber
kol omuz,kol om
uyulduğu açıklanıp,uyulduk açıklanıp
talimat dosyasında,talimat dosya
birbirlerinin yakasından,birbir yaka
tutup yumruk,tutup yumruk
bölgesinin hedef,bölge hedef
hedef alındığını,hedef alındık
alındığını işaret,alındık işaret
anlatım sözkonusu,anlat sözkonus
pişmanlık gösterip,pişmanlık gösterip
işleyip işlemediği,işleyip işlemedik
verilmesinden vazgeçilmesi,verilme vazgeçilmes
başlandığı sözkonusu,başlandık sözkonus
infazının koşullu,infaz koşullu
koşullu salıverilme,koşullu salıverilme
koşullu salıverme,koşullu salıverme
yaptırımının imkansız,yaptırım imkansız
yollarına başvurma,yol başvurma
yollarına başvurabileceği,yol başvurabilecek
trabzon valiliği,trabzo valilik
travmatoloji uzmanı,travmatoloji uzma
eğlence mekanında,eğle mekan
eğlence mekanının,eğle mekan
oluşup oluşmadığının,oluşup oluşmadık
cisimlerle işlendiğinden,cis işlendik
denetiminden geçmeyen,denetim geçmeye
uyuşmazlığı çıkması,uyuşmazlık çıkmas
yargıtaya gönderilmiş,yargıta gönderil
dosyadan elini,dosya el
ekonomik durumu,ekonomik dur
bilgi alınmaması,bilgi alınmamas
onaylanmasına infazın,onaylanma infaz
şikayetinden vazgeçtiğini,şikayet vazgeçtik
yeğeni celal,yeğe celal
ağaca çarpması,ağaç çarpmas
kaybı oluştuğundan,kaybı oluştuk
kullanmaya ehil,kullanma ehil
mustafa kaşıkçının,mustaf kaşıkçı
ameliyatı yapan,ameliyat yapa
sevdadan aşağıya,sevda aşağı
aşağıya inmesini,aşağı inme
aşağıya indiği,aşağı indik
eşyasının satın,eşya sat
kapsama girmeyen,kapsa girmeye
göstermiş oldukları,göster olduk
cisimle gerçekleştirilmediğinin,cis gerçekleştirilmedik
unsurlarının nelerden,unsur ne
unsurlarının oluşmayacağı,unsur oluşmayacak
bilgileri gösterilmemek,bilgi gösterilmemek
el bileği,el bilek
el bombalarının,el bomba
kişilerin tedavisi,kiş tedavis
eser sözleşmesinden,eser sözleşme
soyut iddiası,soyut iddias
kötüye kullanma,kötü kullanma
kısmi ikrarı,kısmi ikrar
yöneltilmiş haksızlık,yöneltil haksızlık
uzlaşmanın sağlanması,uzlaşma sağlanmas
işin gerçeğini,iş gerçek
çelişki oluşturulması,çelişki oluşturulmas
gerekçeden yoksun,gerekçe yok
yaş grubunda,yaş grup
verilir günlük,verilir günlük
isteminde bulunulduğundan,istem bulunulduk
türk lirası,türk liras
derdest dosyaların,derdest dosya
makamlarına önemli,makam önemli
muhakemesinde evreden,muhakeme evre
birinin işlevinin,bir işlev
kaynaklandığı şüpheye,kaynaklandık şüphe
yargılamanın taraflarının,yargılama taraf
yargılamanın başında,yargılama baş
düzenlemeyle belirlenmiştir,düzenleme belirle
tedavi evrakları,tedav evrak
uygulanmayacağı düşüncesiyle,uygulanmayacak düşünce
nettir dolayısıyla,net dolayı
yargılama usulü,yargıla usulü
dönülmezlik ilkesinin,dönülmezlik ilke
cezasını gerektiren,ceza gerektire
lüzumunun ihbar,lüzum ihbar
dikkate alınabileceğinden,dikka alınabilecek
istediği anayasanın,istedik anayasa
denetim süresi,denet süres
sonuçların iddia,sonuç iddia
hakları sözleşmesinin,hak sözleşme
bireyselleştirilmesiyle ilgili,bireyselleştirilme ilgil
dosyaların zamanaşımına,dosya zamanaşım
imkan oluşturmak,imka oluşturmak
ise de,is de
olsa da,ol da
incelemenin aynı,inceleme aynı
zaman tasarrufu,zama tasarruf
amaç yargı,amaç yargı
yargı yükünün,yargı yük
yargı makamlarına,yargı makam
geçilerek yargı,geçilerek yargı
cezasını veveya,ceza veveya
uygulanmaz şeklinde,uygulanmaz şekl
olası kastla,olas kastla
infaz aşamasında,infaz aşama
teşkil edecektir,teşkil edecek
kararına dayanılarak,karar dayanılarak
uygulama şekli,uygula şekli
fonksiyonlarını etkileme,fonksiyon etkile
organlardan birinin,organ bir
uyap sisteminden,uyap sistem
yetersiz rapora,yetersiz rapor
hak yoksunlukları,hak yoksunluk
peşin harcının,peş harcı
koşulların var,koşul var
hale getirme,hale getirme
çerçevede duruşma,çerçeve duruşma
duruşma açılmaksızın,duruşma açılmaksız
duruşma yapmaksızın,duruşma yapmaksız
düşünüyorsa duruşma,düşünüyor duruşma
sürece önceki,süreç öncek
üstünlük tanınması,üstünlük tanınmas
şeklindeki düzenleme,şekl düzenle
şüpheli kalan,şüphel kala
uygulanma koşullarının,uygulanma koşul
özel güvenlik,özel güvenlik
ahmet demir,ahmet demir
şartları oluşmadığından,şart oluşmadık
mesuliyet sigortasından,mesuliyet sigorta
aralarında husumet,ara husumet
resen gözetilebileceğinden,rese gözetilebilecek
emniyet müdürlüğü,emniyet müdürlük
damar lezyonuna,damar lezyon
tebliğnamedeki düşünceye,tebliğname düşünce
ihbarname içeriği,ihbarna içerik
güncellenmiş nüfus,güncelle nüfus
hangi taraftan,hangi taraf
şekli hakkındaki,şekli hakk
sebeplerinin reddiyle,sebep reddi
dairemize gönderilmekle,daire gönderilmek
hariç olmak,hariç olmak
ihbar olunduğu,ihbar olunduk
tazminat istemine,tazminat istem
dairesinin scoppola,daire scoppol
fonksiyonlarına etkisinin,fonksiyon etki
kasti suçtan,kasti suç
başvuranların haklarını,başvura hak
icra takibinde,icra takip
girişiminde bulunulması,girişim bulunulmas
verildi muhalefet,veril muhalefet
davasına katılma,dava katılma
sınırdan uzaklaşılması,sınır uzaklaşılmas
geri bırakılması,ger bırakılmas
belirlenemediğinde şüpheli,belirlenemedik şüphel
söz konusu,söz konus
indirilir şeklindeki,indirilir şekl
mahalline iadesi,mahall iades
muhalefet şerhi,muhalefet şerhi
sigorta poliçesinden,sigor poliçe
verilebilir şeklindeki,verilebilir şekl
italya no,italya no
muhakemesi kanununa,muhakemes kanun
haksız hareketin,haksız hareket
kırığının hayat,kırık hayat
sınırı iki,sınır ik
aykırılık teşkil,aykırılık teşkil
taraf değildir,taraf değil
müdürlüğünce belirlenir,müdürlük belirlenir
kanunlarda değişiklik,kanun değişiklik
hükümlerinin tekraren,hüküm tekrare
veya kesinleşmiş,veya kesinleş
geri bırakılmasına,ger bırakılma
sabit iz,sabit iz
kemik kırığının,kemik kırık
üçüncü fıkrası,üçüncü fıkras
görüşüne iştirak,görüş iştirak
olmaz başlıklı,olmaz başlıklı
ortaya koymadıkları,orta koymadık
işleme kastıyla,işle kastı
tarafsız tanığın,tarafsız tanık
ş aralarındaki,ş ara
artırılmasının öngörülmesine,artırılma öngörülme
belirlenemediği hallerde,belirlenemedik haller
işlemiş faiz,işlemiş faiz
olayların açıkça,olay açıkça
bulundurulması yasak,bulundurulmas yasak
bırakılmasını düzenleyen,bırakılma düzenleye
usulsüz tebligatla,usulsüz tebligat
kapsayan nihai,kapsaya nihai
iradelerini ortaya,irade orta
saldırıda kullanmak,saldırı kullanmak
ihtarat yapılamayacağının,ihtarat yapılamayacak
beyanlarına itibar,beyan itibar
hususlar içerdiği,husus içerdik
şikayetten vazgeçme,şikayet vazgeçme
hukukî yönden,hukukî yö
tetkik edilmek,tetkik edilmek
serbestlik görevlilerinin,serbestlik görevli
çocuğa yüklenen,çocuk yüklene
usulün uygulanmasını,usul uygulanma
tanınması gerektiğinden,tanınmas gerektik
edildiği anlaşılmıştır,edildik anlaşıl
kimden kaynaklandığı,k kaynaklandık
esaslar başlıklı,esas başlıklı
istediği kanunda,istedik kan
sair yönleri,sair yön
nüfus kayıt,nüfus kayıt
oranında indirilir,oran indirilir
kabulünden sonra,kabul sonra
kanuna aykırılık,kan aykırılık
sabit ize,sabit iz
dairesi başkanlığına,daires başkanlık
belirlenmesinde yanılma,belirlenme yanılma
hükümsüz kalacağı,hükümsüz kalacak
temsil ettiren,temsil ettire
temsil ettirdiğinden,temsil ettirdik
ilkesini ihlal,ilke ihlal
sağlık kuruluşunda,sağlık kuruluş
dairece yapılır,daireç yapılır
gününü bildirir,gün bildirir
ihtarı yapılmış,ihtar yapıl
aykırı olduğuna,aykır olduk
anayasa mahkemesinin,anayas mahkeme
olayın çıkış,olay çıkış
verildiği böylece,verildik böyleç
cumhuriyet başsavcılığına,cumhuriyet başsavcılık
gc no,gc no
nitelikte bulunduğundan,nitelik bulunduk
duruşmaya getirtilmeden,duruşma getirtilme
yazım hatası,yaz hatas
davaların en,dava en
tebliğnamede ileri,tebliğname i
seçenek tedbirlerden,seçenek tedbir
vefat ettiğinin,vefat ettik
işlevinin sürekli,işlev sürekli
kamu davasının,kamu dava
vekalet ücretine,vekalet ücret
vekalet ücreti,vekalet ücret
artırılmasının öngörülmüş,artırılma öngörül
kazasından kaynaklanan,kaza kaynaklana
mahkemelerinin görevine,mahkeme görev
ilkesi geçerli,ilkes geçerli
isabet görülmediğinden,isabet görülmedik
konusu eyleminin,konus eylem
olmayan isnat,olmaya isnat
tebliğname düzenlenmesi,tebliğna düzenlenmes
sonucu değiştirmeyecek,sonuç değiştirmeyecek
düzeltilmesi istenilmekle,düzeltilmes istenilmek
tarihindeki miktar,tarih miktar
sıfatını almayan,sıfat almaya
süresinin gerçekleşmiş,süre gerçekleş
yüzünde sabit,yüz sabit
kapsamı itibarıyla,kapsa itibar
göz önünde,göz ön
maddenin d,madde d
işlemek amacıyla,işlemek amaç
ne kadar,ne kadar
tarihi itibariyle,tarih itibar
isteğine ilişkindir,istek ilişk
kayıt örneğine,kayıt örnek
daire başkanlığına,dair başkanlık
isteme uygun,iste uygu
anayasasının suç,anayasa suç
şikayetçi olmadığını,şikayetçi olmadık
eski hale,eski hale
kaynaklandığının şüpheye,kaynaklandık şüphe
veveya üst,veveya üst
değişiklik yapılmasına,değişiklik yapılma
kanundan yararlanma,kan yararlanma
kanundan yararlanmak,kan yararlanmak
kanundan kaynaklanmakta,kan kaynaklanmak
fonksiyonlara etkisini,fonksiyon etki
vurarak hamurların,vurarak hamur
vurarak yaraladığına,vurarak yaraladık
beraber yere,beraber yer
yere düştükleri,yer düştük
yere düşen,yer düşe
yere tecavüz,yer tecavüz
düştükleri sonrasında,düştük sonra
tezgahtaki bıçağı,tezgah bıçak
bıçağı alıp,bıçak alıp
bıçağı vurmaya,bıçak vurma
üzerindeki bıçağı,üzer bıçak
aralığı girecek,aralık girecek
mahkemeye iletilmek,mahkeme iletilmek
yanlış anlam,yanlış anla
dosyasının ibarelerinin,dosya ibare
dosyasının aslı,dosya aslı
sübutuna delillerin,sübut delil
delillerin değerlendirilmesine,delil değerlendirilme
cezalandırılmış olmaları,cezalandırıl olma
tâbi tutulur,tâbi tutulur
cezalandırılmasını isteyerek,cezalandırılma isteyerek
üstünde yaklaşık,üst yaklaşık
okuyan herkesi,okuya herkes
herkesi tatmin,herkes tatm
seçilerek sonuçta,seçilerek sonuç
ulaşılan vicdani,ulaşıla vicda
isteğinden feragat,istek feragat
fraktür hattı,fraktür hat
onsekiz yaşını,onsek yaş
başvurulması olanaklı,başvurulmas olanaklı
babasının boşanmış,baba boşa
demir levye,demir levye
şekil şartları,şekil şart
hürriyetini ihlalden,hürriyet ihlal
ilişkisi bulunmasına,ilişkis bulunma
itirazının salihli,itiraz salihli
verilemeyeceği düzenlenmektedir,verilemeyecek düzenlenmek
kaydındaki hagb,kaydı hagb
yara özelliklerinin,yar özellik
yara tamir,yar tamir
yara saptanmış,yar sap
alınacak yeterlilikte,alınacak yeterlilik
ifadesi ifadesini,ifades ifade
tam kusurlu,tam kusurlu
alacak likit,alacak likit
devamına fazlaya,devam fazla
oğlu uğur,oğlu uğur
gerek görülmediği,gerek görülmedik
gerek görür,gerek görür
tepecik eğitim,tepecik eğit
tanıktan alması,tanık almas
okul müdürü,okul müdür
grubundaki kişiler,grup kişi
tek başına,tek baş
yapılabilmesi şikâyete,yapılabilmes şikâye
duruşmalardan haberdar,duruşma haberdar
aralarında menfaat,ara menfaat
eklenmesine hükümdeki,eklenme hük
aletleri sırf,alet sırf
sırf saldırı,sırf saldır
kapının açılması,kap açılmas
açılması meselesi,açılmas meseles
konuk eğitim,konuk eğit
giriş deliği,giriş delik
giriş açısı,giriş açıs
giriş çapı,giriş çap
